#{"t_start": 1760136398.71133, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
244.9,132,4931.734519
739.5,616,4938.528955
983.5,846,4948.097521
1005.3,753,4956.679863
1218.0,1356,4971.906485
999.0,721,4980.154932
238.9,122,4981.506864
1314.7,624,4990.746259
600.7,344,4994.791337
1092.8,888,5004.920912
1317.0,621,5011.772885
237.9,142,5013.374774
615.1,340,5017.354155
1017.1,550,5023.404335
609.0,346,5027.497349
608.9,332,5031.152584
1021.8,628,5038.346233
699.3,678,5045.824224
564.3,418,5050.707549
604.3,628,5057.624011
1287.7,709,5065.720797
585.4,372,5069.833703
594.3,278,5073.168783
240.9,132,5074.622771
616.7,344,5078.423971
1864.8,948,5089.151021
242.8,118,5090.474032
240.7,124,5091.868638
222.7,164,5093.670771
1784.0,1126,5106.529383
220.8,158,5108.592248
1386.4,762,5117.126396
239.9,122,5118.481302
606.7,354,5122.753039
1232.8,1383,5138.532173
597.1,390,5143.207758
225.8,148,5144.900128
1002.7,669,5152.442367
229.4,142,5154.033079
221.4,162,5156.106938
237.1,150,5157.811249
239.8,128,5161.578501
1274.4,847,5171.157489
702.3,668,5178.49491
979.2,939,5189.080087
4349.8,2435,5218.846935
2760.6,547,5224.953319
1006.2,629,5232.199631
1023.8,493,5237.639972
229.2,154,5239.376372
230.4,152,5241.31625
223.4,172,5243.26597
3275.7,1689,5262.234197
743.1,470,5267.699849
605.3,328,5271.318755
599.9,332,5275.290717
223.2,154,5276.98522
638.5,286,5280.125309
1021.8,478,5285.416762
617.1,370,5289.771256
223.0,166,5291.612561
237.6,130,5293.057055
244.8,118,5294.376553
599.7,364,5298.676348
234.7,124,5300.042548
1013.7,589,5306.528398
612.7,334,5310.470963
1007.8,643,5317.518086
4840.0,2603,5348.917946
1252.4,294,5352.12161
240.4,132,5353.609588
236.0,126,5354.994637
607.4,412,5359.807733
577.6,450,5364.877916
1453.0,481,5370.403473
241.7,124,5371.783936
951.8,1168,5384.900894
595.5,386,5389.157547
1221.4,832,5398.646424
605.9,342,5402.415184
599.8,378,5408.905406
605.4,352,5412.901645
686.2,464,5418.429297
606.2,614,5425.151883
600.3,268,5428.189517
242.9,112,5429.716559
1007.5,601,5436.492246
589.5,386,5441.170728
1920.2,1034,5453.211539
1525.3,998,5464.733488
240.3,128,5466.185286
599.9,402,5470.723548
708.9,1002,5482.255219
222.8,148,5484.010257
229.4,152,5485.704077
604.3,338,5489.71294
592.7,284,5492.852554
1323.5,551,5498.941445
594.5,336,5502.975033
633.3,338,5506.823276
243.6,120,5508.185388
211.6,180,5510.2356
227.5,146,5512.190051
609.1,340,5516.038465
234.6,130,5517.538605
1255.4,1102,5530.259095
630.8,368,5534.369941
992.3,793,5543.616591
1024.9,702,5551.826988
1008.3,638,5559.170473
606.7,284,5562.313081
731.4,742,5570.723526
1259.0,956,5581.523224
1696.6,1360,5596.763914
632.5,346,5600.585996
584.7,404,5605.478565
590.5,316,5608.974201
239.1,120,5610.345212
977.2,929,5621.320876
1260.6,1160,5635.134886
598.1,430,5640.197124
242.7,124,5641.922696
4594.1,2042,5669.90166
542.0,118,5671.304767
2038.3,668,5679.056036
607.1,350,5683.429142
557.3,478,5689.014269
231.8,138,5690.646541
1964.3,738,5699.542377
237.2,134,5701.116394
600.5,296,5704.532421
209.9,162,5706.679691
216.8,158,5708.526976
233.8,158,5710.370367
1303.7,744,5719.316683
739.1,650,5726.974431
227.5,146,5728.649121
225.9,142,5730.533068
243.2,114,5731.864414
1101.3,728,5740.077514
234.9,142,5741.94819
234.7,154,5743.723642
991.2,739,5752.209715
1298.4,687,5760.244962
243.3,128,5761.695855
777.0,666,5769.674161
939.7,1414,5786.350372
586.8,398,5791.223694
236.4,142,5792.903113
589.9,272,5796.067166
597.6,430,5801.062039
986.5,856,5811.320914
217.5,156,5813.155241
613.7,294,5816.831555
204.3,178,5818.89678
1521.7,924,5829.629972
604.1,380,5833.943526
599.7,344,5838.236562
595.2,424,5843.187228
602.0,336,5847.204624
238.8,118,5848.548428
236.1,120,5849.977259
633.5,336,5854.14569
601.7,374,5858.501367
779.7,644,5866.32342
604.9,322,5870.061443
242.4,112,5871.38643
225.6,170,5873.377468
2083.9,1182,5887.727934
235.7,134,5889.325514
743.1,690,5897.408798
718.9,722,5906.152143
993.0,806,5915.799455
996.5,786,5925.249264
239.2,114,5926.609657
999.5,731,5935.123728
615.5,336,5939.275947
1395.6,720,5947.650178
2751.5,1656,5967.254436
970.0,1011,5979.039521
596.9,252,5981.924307
616.1,350,5986.197457
620.5,326,5989.898938
1041.2,529,5996.218125
581.5,456,6001.258798
244.6,120,6002.607153
613.4,382,6006.916843
1625.5,1236,6021.068006
238.5,126,6022.457129
600.3,378,6026.637166
1303.0,741,6035.072695
228.4,142,6036.660827
221.2,164,6038.434501
1352.2,1144,6051.365091
603.9,302,6055.000175
777.4,662,6062.338886
220.2,164,6064.156455
594.3,348,6068.296427
608.3,278,6071.355504
225.3,148,6073.008903
243.5,116,6074.293833
227.5,146,6075.911312
1039.8,543,6082.203141
231.7,154,6084.051535
590.9,342,6087.951253
243.4,122,6089.663382
788.6,550,6096.013458
595.3,378,6100.336728
579.5,386,6105.050838
1237.0,1201,6119.214882
590.9,342,6123.189151
1006.0,661,6131.152915
742.9,502,6137.166472
242.0,116,6138.522551
242.7,124,6139.942454
236.9,132,6141.459391
242.3,118,6142.780827
1012.5,676,6150.746392
593.4,342,6154.672829
1003.5,676,6162.770837
237.9,122,6164.197314
1105.1,780,6173.457415
715.7,644,6180.82704
1007.0,861,6190.962676
1000.7,684,6199.05648
589.8,318,6202.683037
776.4,672,6210.829054
605.6,620,6217.887975
238.8,128,6219.334046
693.3,828,6228.999605
233.9,132,6230.502839
606.1,370,6234.961373
613.9,362,6238.969337
601.0,326,6242.599214
597.4,262,6245.746894
605.7,344,6249.609958
1291.6,855,6259.267713
1278.9,807,6268.442434
622.1,300,6271.780627
1759.6,1410,6287.561215
702.3,598,6294.423943
241.1,110,6295.630898
5202.6,2667,6327.95311
539.1,122,6329.30168
246.4,122,6330.64882
947.0,416,6335.26843
988.5,746,6343.849064
2437.4,1802,6364.395653
1383.1,840,6373.927986
230.3,138,6375.453005
606.9,402,6379.860626
749.9,932,6390.375951
1304.4,727,6398.653839
235.5,136,6400.150822
1015.9,787,6409.086603
1622.9,1052,6420.952456
217.5,156,6422.658552
226.4,152,6424.342259
688.3,518,6430.026571
237.1,140,6431.859914
240.1,140,6433.411474
672.4,742,6441.5851
1399.9,692,6449.610369
1272.5,886,6459.661839
1641.4,882,6469.59351
1007.0,661,6476.928581
241.4,132,6478.649846
1278.2,879,6488.320177
238.3,118,6489.905053
615.3,318,6493.413645
635.5,316,6496.907592
670.1,1000,6508.173419
613.1,360,6512.407288
962.3,1078,6524.523042
784.7,584,6530.959769
564.3,438,6536.221408
1001.9,732,6544.618177
1227.4,1237,6558.956815
1285.0,741,6567.612925
243.5,126,6569.094588
231.8,148,6570.806479
609.3,578,6577.806647
588.8,428,6582.769499
1369.2,914,6593.49759
240.2,134,6595.079008
1001.4,687,6603.323404
731.3,818,6613.152382
1262.9,1002,6625.079687
591.9,382,6629.443744
1323.7,1404,6645.952699
223.3,158,6647.736179
596.9,312,6651.317381
243.7,114,6652.621846
744.3,988,6664.217924
708.2,524,6670.418924
1266.5,896,6680.874448
1950.5,1226,6695.030874
1246.6,1095,6707.440957
726.0,496,6712.86913
778.1,650,6720.303897
731.4,792,6729.295561
1002.5,706,6737.032157
227.9,142,6738.873058
242.5,126,6740.304734
1295.1,670,6747.713159
965.2,1059,6759.628323
1006.1,670,6767.330513
242.1,130,6768.763012
597.1,250,6771.587868
595.5,286,6775.029981
674.3,618,6781.823193
589.5,356,6786.076393
600.1,400,6790.514712
1124.9,592,6797.366267
1917.7,1204,6811.116443
228.0,156,6812.860765
615.8,348,6816.685637
237.9,132,6818.148304
638.3,288,6821.589595
599.1,250,6824.347284
228.0,146,6825.935227
600.1,340,6829.651691
1300.6,725,6837.97025
1483.3,1118,6850.606817
727.3,638,6857.920345
981.4,917,6868.350883
949.7,1224,6882.278568
1087.1,860,6892.411494
958.3,1143,6905.88957
571.9,452,6911.03053
1617.2,1134,6924.812418
1251.1,1070,6937.501646
616.2,324,6941.237319
1009.3,628,6948.446578
227.9,142,6950.359867
1010.8,648,6957.704465
1017.5,526,6964.004855
241.1,140,6965.598806
243.6,130,6967.077327
1718.1,1830,6988.420868
615.9,312,6991.919748
590.7,294,6995.185078
227.9,132,6996.920346
988.7,814,7005.987278
2727.0,1336,7021.269202
242.9,122,7022.60575
1007.3,708,7030.5662
741.7,994,7042.214731
966.5,1141,7055.760661
999.4,727,7064.076669
970.3,978,7075.592895
978.9,912,7086.279203
633.5,336,7090.10078
586.6,360,7094.473006
1013.9,652,7101.998669
602.3,378,7106.629378
1247.9,1152,7120.170755
1247.5,1096,7132.984805
241.3,118,7134.331393
995.5,771,7143.470633
596.2,274,7146.665518
230.3,138,7148.25997
239.1,120,7149.639429
749.3,638,7157.276559
719.1,600,7164.517578
929.4,1447,7181.36979
1264.3,968,7192.803116
243.0,126,7194.277483
226.6,140,7195.879799
229.4,132,7197.427634
607.9,282,7200.952095
242.0,116,7202.308855
239.1,140,7203.901331
590.5,316,7207.52828
604.7,394,7212.309505
589.6,350,7216.384094
601.6,660,7224.300283
223.1,140,7225.913347
1291.9,842,7235.681001
1017.1,535,7241.650566
242.7,124,7243.017205
1305.5,751,7251.860672
1168.1,1820,7273.113713
1003.7,684,7280.983925
205.4,172,7283.248392
236.5,146,7285.057376
1273.6,890,7295.673569
610.7,334,7299.566678
233.5,136,7301.137208
1355.2,1074,7313.800078
230.9,152,7315.55369
610.7,374,7320.111357
601.5,326,7323.905615
1376.5,906,7334.612561
244.5,126,7336.086004
638.7,284,7339.354619
1371.8,908,7350.166412
1838.1,1330,7365.859851
576.4,472,7371.60813
609.9,332,7375.465265
591.5,296,7378.850019
1020.3,538,7385.356367
230.0,156,7387.201481
1490.8,1088,7400.091094
1000.7,749,7409.235288
212.7,174,7411.293562
609.4,582,7418.39385
235.1,130,7419.942636
1027.9,442,7425.057194
1002.4,722,7433.697788
242.3,128,7435.190839
228.3,138,7436.786175
718.6,530,7443.236731
1369.4,902,7454.049342
1293.0,801,7463.3894
596.7,254,7466.605607
780.3,628,7473.918239
610.5,346,7478.2462
599.8,268,7481.350385
238.2,134,7482.899336
227.7,144,7484.543942
577.1,430,7489.865163
239.5,126,7491.361338
1281.5,791,7500.489502
580.8,398,7505.359518
1306.4,697,7513.333623
745.3,978,7524.989109
1003.4,717,7533.58577
606.7,344,7537.614328
612.3,378,7542.283755
228.7,134,7543.836196
1043.7,1434,7560.817075
598.0,326,7566.352718
615.3,358,7570.490581
1635.4,902,7581.188699
744.3,588,7588.348205
