#{"t_start": 1760136398.587804, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
608.3,588,13245.472269
585.8,428,13250.756269
596.3,388,13255.308669
1041.4,527,13261.736929
597.3,268,13264.886712
597.7,284,13268.219819
709.7,704,13276.780033
605.1,620,13284.40401
606.8,378,13288.818282
599.7,354,13292.98908
239.7,124,13294.448367
221.7,164,13296.657473
1302.2,709,13305.002511
669.0,956,13316.477782
613.7,274,13319.711602
606.8,358,13324.210396
1391.8,718,13332.916362
592.7,274,13336.108459
1295.7,794,13345.74703
586.1,400,13350.47244
243.5,136,13352.064005
952.4,1212,13366.480996
241.7,124,13367.933666
1395.0,726,13376.750728
1326.5,1296,13392.132391
596.0,316,13396.101472
739.9,672,13404.091213
243.1,120,13405.498082
712.9,542,13412.118276
1001.9,702,13420.654908
735.7,584,13427.539302
237.1,130,13429.055779
1363.1,1000,13441.055774
1027.6,675,13449.207532
239.6,120,13450.599369
1008.1,610,13457.965432
238.2,144,13459.657019
606.2,394,13464.257221
1000.3,708,13472.788207
1011.0,611,13481.772954
1270.8,883,13492.112368
242.9,122,13493.851539
1008.4,717,13502.261411
631.4,362,13506.794212
1307.2,689,13514.919852
601.0,286,13518.54949
1391.9,742,13527.313561
231.7,144,13529.005578
1285.2,919,13540.011062
215.9,162,13541.933159
1015.8,763,13551.075394
1087.7,934,13562.299633
228.6,140,13563.976971
1000.3,718,13572.667401
236.1,130,13574.208539
608.1,360,13578.430941
1154.1,620,13585.932205
713.1,500,13592.055224
595.1,340,13596.010199
610.4,572,13602.721992
1270.4,937,13613.982367
235.9,142,13615.669407
633.1,340,13619.941874
590.5,276,13623.174385
611.8,558,13630.009375
241.7,144,13631.709742
1033.3,623,13638.933635
722.3,508,13645.228422
1397.5,696,13653.587941
223.1,160,13655.412505
594.8,398,13660.010546
235.1,130,13661.529373
1293.6,715,13670.187755
598.7,264,13673.307491
1290.8,863,13683.691719
598.9,372,13688.043498
1008.7,599,13695.380581
1251.6,1245,13710.252454
241.1,140,13711.894742
1545.1,740,13720.880654
709.3,598,13728.15133
601.7,334,13732.0709
595.3,408,13736.851003
1401.2,694,13745.270404
232.0,136,13746.876819
1302.4,647,13754.732492
1015.1,565,13761.364424
1010.7,574,13768.502321
989.6,835,13778.640896
636.7,304,13782.195078
1637.3,988,13794.012278
577.9,392,13798.603702
1115.3,648,13806.449152
995.9,872,13816.952668
596.3,338,13820.908998
592.0,326,13825.020878
720.2,494,13830.801151
237.8,158,13832.674845
609.9,402,13837.709167
242.3,118,13839.107483
1005.3,643,13846.626083
243.5,136,13848.233011
1385.7,774,13857.599611
226.0,146,13859.310793
602.1,360,13863.835108
236.5,136,13865.414305
226.5,156,13867.238534
591.4,332,13871.108042
595.1,370,13875.678871
987.6,915,13886.775099
580.7,514,13892.763731
983.2,899,13903.449433
1315.8,1318,13919.0416
228.5,136,13920.622909
986.4,832,13930.610692
240.3,138,13932.210753
594.9,422,13937.469766
1871.5,806,13947.148398
1256.7,1034,13959.54093
205.8,168,13961.487627
596.1,380,13965.928241
580.9,452,13971.474971
697.6,530,13977.750737
612.2,334,13981.668736
580.0,466,13987.430459
234.1,130,13988.989779
1275.3,993,14000.932074
1283.4,767,14010.403618
781.1,620,14017.666529
245.2,114,14019.003229
226.5,156,14021.120072
986.3,963,14032.416123
1284.2,999,14044.4132
689.5,886,14057.057422
1394.2,754,14066.23657
608.2,354,14070.425616
242.9,132,14072.248867
1011.7,774,14081.343536
1260.5,1126,14094.886831
1118.4,572,14101.887237
578.3,378,14106.309233
589.3,358,14110.808848
1015.3,598,14117.801915
991.0,781,14127.365196
600.7,394,14132.017927
1267.2,919,14143.071362
701.3,818,14152.908364
590.1,410,14157.972556
241.1,140,14159.610808
216.7,174,14161.628905
1284.2,859,14171.955098
236.5,126,14173.429107
596.3,268,14176.56175
997.8,713,14185.152285
1010.7,814,14194.996798
598.1,370,14199.33711
242.1,140,14200.995198
600.7,384,14205.489629
591.6,330,14209.67594
717.0,646,14217.301865
1277.9,822,14229.296264
1282.6,915,14240.345428
993.7,789,14250.008474
611.9,332,14253.907776
580.7,424,14259.16218
1270.6,865,14269.280304
1012.1,600,14276.579921
1655.7,914,14287.606222
1294.6,825,14297.597778
967.7,994,14309.469512
239.8,118,14310.870881
630.9,362,14315.10922
1027.7,659,14323.095263
713.1,540,14329.387416
997.8,753,14338.476213
1019.8,613,14345.928317
1116.3,718,14354.326857
1267.1,915,14365.415274
1005.2,649,14373.29149
1250.8,1343,14389.306552
971.1,1130,14402.859679
235.9,142,14404.524954
603.8,348,14408.909159
692.9,772,14420.284434
1282.0,761,14429.248404
215.7,164,14431.215598
604.0,366,14435.78892
1265.3,983,14447.584217
609.1,340,14451.567348
984.1,890,14462.31255
637.4,302,14465.887386
617.2,354,14470.284829
1263.0,961,14481.868007
1250.9,1102,14495.148856
1307.8,693,14503.272532
1008.2,619,14510.808357
629.8,378,14515.234154
586.6,420,14520.380208
242.3,138,14524.367649
989.4,842,14534.528672
603.2,324,14538.346176
1020.9,492,14544.060609
1283.5,696,14552.524453
1305.1,590,14559.648882
594.6,280,14562.903528
1636.9,972,14574.522547
219.4,182,14576.646094
988.9,862,14586.888684
695.3,688,14595.072914
593.2,334,14598.955539
1311.3,683,14607.295158
1079.5,1056,14619.714718
1249.9,1032,14632.025823
622.5,296,14635.462377
239.0,126,14636.954322
238.1,140,14638.611426
1400.3,658,14646.601199
245.1,120,14648.006032
1006.0,731,14656.836558
1013.2,584,14663.7246
589.4,282,14667.326551
1009.8,623,14674.619234
722.7,504,14680.793548
734.9,512,14686.789606
631.3,358,14691.277259
611.3,328,14695.143411
629.9,372,14699.489789
775.3,678,14707.729154
988.0,831,14717.76764
604.9,272,14720.954622
1290.4,707,14729.5732
615.4,372,14733.924749
595.1,260,14736.973733
1121.9,572,14743.948583
232.5,136,14745.545568
1524.9,922,14756.61877
222.9,162,14758.526042
1772.5,1256,14773.498097
244.1,120,14774.890579
239.7,134,14776.461191
607.1,600,14783.814071
1297.8,773,14793.143667
607.4,362,14797.433494
762.1,810,14807.223981
243.5,136,14808.790412
604.6,380,14813.288257
592.1,430,14818.595657
226.4,142,14820.273222
1001.0,806,14830.052201
1385.4,862,14840.422885
725.3,498,14846.372124
725.1,410,14851.440899
1617.6,1130,14864.849191
1374.6,860,14875.096402
988.1,870,14885.130544
1250.3,1013,14897.136787
604.1,380,14901.832462
236.8,148,14903.536463
991.0,791,14912.870496
605.1,330,14916.709995
595.5,266,14919.773614
750.5,636,14927.387009
596.7,354,14931.46081
722.5,526,14937.853507
603.1,330,14941.653272
1092.6,750,14950.601913
1023.9,527,14956.694551
607.5,296,14960.389877
243.2,124,14961.793902
1002.2,789,14971.033194
1130.5,516,14977.256207
233.5,136,14978.82702
600.7,414,14983.886514
1020.5,596,14990.717222
989.5,906,15001.39247
1003.4,672,15009.3825
995.3,768,15018.252926
605.5,366,15022.712076
1012.5,606,15029.744555
1008.6,875,15040.128186
607.4,452,15045.620285
231.5,126,15047.063322
223.7,144,15048.757057
585.7,364,15052.971846
587.8,398,15057.840887
985.9,852,15067.709112
236.9,142,15069.624735
243.4,122,15071.04195
1351.3,1088,15084.002569
1090.7,894,15094.662344
1271.4,832,15104.216063
234.7,144,15106.153875
1096.3,798,15115.331556
1011.4,582,15122.282509
1089.1,970,15133.784908
590.1,300,15137.206184
998.4,707,15145.618341
981.5,1006,15157.496952
602.3,308,15161.063345
605.8,338,15165.235496
1158.8,558,15171.706221
230.6,130,15173.245438
223.3,138,15174.853716
1006.7,879,15185.274478
232.9,142,15186.959223
216.2,164,15189.146678
236.1,120,15190.530816
686.5,836,15200.200004
971.2,964,15211.745653
1248.0,1151,15225.616198
1299.1,835,15235.243509
554.1,540,15241.719274
597.5,346,15245.73191
698.6,430,15250.9529
595.9,422,15255.844888
1288.2,839,15265.787427
231.0,146,15267.48471
601.9,652,15275.286859
1016.7,554,15281.802707
592.1,350,15286.190798
589.1,290,15289.586977
1002.7,624,15296.947208
601.7,304,15300.797895
612.9,342,15304.825212
238.0,126,15306.333026
620.0,296,15309.829087
730.5,646,15317.688916
1231.5,1386,15334.404954
2233.1,1840,15356.42666
239.0,126,15357.917072
1281.4,717,15366.576198
990.3,833,15376.659095
618.5,356,15380.803206
1021.7,534,15387.364883
241.4,122,15388.810486
985.1,840,15398.879578
230.9,142,15400.545899
1482.2,1244,15415.389307
999.7,714,15424.037126
773.5,696,15432.196124
1282.8,708,15440.775909
1373.1,810,15452.161187
1374.9,902,15462.968657
634.3,328,15466.815678
1000.8,723,15475.547871
220.3,168,15477.547552
225.4,152,15479.316591
590.5,306,15482.927343
1012.8,618,15490.429761
242.1,130,15491.981496
594.7,394,15496.861042
587.9,382,15501.364203
1516.5,806,15511.103822
1310.9,617,15518.393538
1018.9,602,15525.724935
602.3,368,15530.019603
226.5,146,15531.741182
227.6,150,15533.805528
242.5,136,15535.363338
1776.1,1120,15548.813708
240.9,132,15550.392709
777.5,656,15558.397762
997.2,709,15566.852296
999.5,831,15576.934344
5268.6,2562,15609.820634
1299.1,342,15613.827054
1410.8,843,15623.995878
616.5,336,15627.914139
242.1,120,15629.318454
708.0,676,15637.536937
1218.5,726,15646.306779
577.6,440,15651.463231
1689.4,602,15658.800996
1107.6,740,15667.433732
597.5,266,15670.812433
593.7,254,15673.820875
594.1,400,15678.520175
629.1,380,15683.344332
586.7,364,15687.606873
606.9,382,15692.072978
1390.3,828,15702.030115
990.6,840,15712.145261
232.9,142,15713.810593
238.6,130,15715.325483
686.8,598,15722.62993
1024.9,552,15729.073158
245.8,118,15730.455248
2207.9,1042,15742.934007
996.4,777,15752.372249
1757.8,1288,15769.951587
227.7,144,15771.960946
239.8,128,15773.483394
788.9,542,15779.870904
1086.7,984,15791.723625
596.7,364,15796.279917
597.8,328,15800.144923
595.8,338,15804.327997
1315.6,655,15812.281352
1010.4,647,15820.150957
233.5,146,15821.866966
1007.8,623,15829.14419
1642.9,1052,15841.737835
595.4,292,15845.437381
617.3,338,15849.383594
572.9,492,15855.129045
615.9,332,15859.293976
1008.5,636,15866.734147
241.6,120,15868.118383
1005.5,666,15876.211036
590.5,356,15880.37596
627.1,400,15885.307165
603.2,644,15892.85072
233.1,150,15894.885202
605.1,320,15898.660451
1015.5,556,15905.147828
628.9,382,15909.895298
997.8,733,15918.744348
1280.7,944,15930.1707
1303.7,679,15938.139228
614.1,290,15941.532367
1272.6,855,15951.813784
225.8,158,15953.685693
239.0,126,15955.473068
240.0,126,15956.972034
1945.3,938,15968.20199
993.9,832,15977.944232
1002.2,719,15986.590188
785.0,586,15993.721323
587.5,426,15998.724491
591.1,390,16003.529403
240.4,132,16005.085746
234.1,130,16006.604938
1764.1,1200,16020.919153
216.9,152,16022.677706
732.7,564,16029.506001
1296.7,849,16039.525702
235.3,128,16041.303528
938.1,1325,16057.20453
591.7,274,16060.429787
600.9,332,16064.312592
1023.5,486,16070.291735
1524.9,942,16081.667542
1278.8,793,16091.27971
226.8,138,16092.883968
601.1,280,16096.142393
755.1,590,16103.361603
579.1,410,16108.169901
1361.3,1008,16120.215599
609.0,366,16124.520315
225.9,142,16126.457742
243.1,120,16127.852521
975.5,976,16139.542936
995.7,719,16147.951869
236.3,148,16149.672299
595.9,252,16152.854331
1276.9,822,16162.764629
1282.3,888,16173.279245
235.7,134,16175.117726
590.7,394,16179.767139
595.9,262,16182.850094
747.6,570,16189.799209
1278.0,1011,16201.968928
989.8,838,16212.085395
1011.7,619,16219.366237
689.9,492,16225.402478
982.3,863,16237.52775
1806.8,918,16248.585824
594.9,372,16253.225475
734.3,528,16259.45776
997.7,709,16268.077883
228.1,140,16269.757304
622.4,312,16273.450531
1270.1,820,16283.3799
988.8,843,16293.615615
585.5,426,16298.607617
631.5,356,16303.067651
706.3,658,16310.75149
595.5,426,16316.046122
242.2,124,16317.526849
1532.1,830,16327.530287
1287.1,895,16338.260728
1499.6,1150,16351.960992
635.7,314,16355.661275
726.3,658,16363.68209
1012.2,609,16372.863859
212.1,160,16374.776156
1640.0,986,16386.582895
1275.2,839,16396.720651
734.9,692,16405.240873
739.7,544,16411.640017
999.2,734,16420.504367
990.8,803,16430.194552
236.5,136,16431.768871
242.9,112,16433.076117
589.1,290,16436.483926
239.2,124,16438.201471
584.7,374,16444.62212
723.7,664,16452.738724
625.3,408,16457.485828
598.9,312,16461.16695
220.4,152,16462.943936
215.5,156,16465.054744
1385.5,806,16474.50559
605.2,334,16478.721134
609.5,316,16482.457158
615.6,340,16486.425618
739.9,612,16493.896816
595.6,390,16498.489244
780.9,622,16506.115396
232.9,132,16507.685554
236.1,130,16509.212519
987.9,912,16520.178368
632.3,348,16524.409539
589.9,302,16528.235471
590.3,418,16533.196817
1271.6,935,16544.406812
617.8,338,16548.348309
1034.8,573,16555.358918
566.3,378,16559.816877
600.1,270,16563.241632
242.9,122,16564.685033
586.3,408,16569.456532
589.3,328,16573.322212
1395.5,696,16581.736169
1843.8,1158,16595.597636
633.7,334,16599.805026
205.0,176,16601.889812
243.7,124,16603.358778
611.9,342,16609.399347
595.7,404,16614.457055
1271.8,793,16623.812336
614.2,384,16628.63851
972.8,993,16640.57226
1791.4,1082,16653.720321
595.7,294,16657.176922
1005.3,748,16666.226182
243.4,122,16667.670559
625.1,300,16671.161432
997.0,861,16681.548476
1279.9,732,16690.399723
1287.0,621,16697.664459
596.7,354,16702.131409
603.4,342,16706.123355
243.7,134,16707.737826
994.7,789,16717.340439
1023.3,558,16724.129058
237.7,124,16725.602555
240.0,126,16727.077605
612.3,328,16730.97776
1318.4,637,16738.782866
1370.3,828,16748.737134
784.3,588,16755.637704
585.3,288,16758.985152
1783.4,1172,16773.428662
633.0,346,16777.467297
1631.1,1070,16790.221239
229.1,130,16791.755964
1304.9,667,16799.871478
236.1,130,16801.42985
1292.5,671,16809.295997
234.0,136,16811.136886
1505.7,1114,16824.392241
1035.1,570,16831.120209
1860.9,1002,16843.156884
604.8,398,16848.135073
1258.8,1103,16861.35213
595.3,338,16865.304446
984.2,879,16875.901143
629.7,374,16880.247911
231.4,152,16882.023477
612.3,348,16886.514789
596.9,402,16891.218628
1008.8,633,16898.888202
1024.3,483,16904.568208
1302.8,678,16912.805118
1281.4,827,16922.814427
984.2,889,16933.492431
1866.5,986,16945.281455
1113.2,654,16952.952868
616.5,316,16956.935996
601.5,246,16959.847784
585.3,358,16964.04064
717.9,562,16970.904336
589.3,388,16975.515093
1099.5,786,16984.965052
731.2,474,16990.562418
979.3,1138,17004.311011
594.4,402,17009.30347
1003.3,698,17017.546321
236.1,120,17019.244126
614.7,314,17022.917603
596.5,296,17026.392013
242.9,112,17027.695731
1014.1,590,17034.908044
228.9,142,17036.606938
637.9,292,17039.96439
1298.2,779,17049.239127
629.9,372,17053.562964
1112.1,670,17061.542121
233.2,144,17063.222876
769.6,740,17072.03512
241.2,134,17073.613464
1629.2,1004,17085.680532
573.5,406,17090.440719
1021.9,492,17096.541999
606.0,266,17099.65043
985.1,840,17109.771266
239.5,126,17111.277088
1033.9,577,17118.356219
1372.2,964,17132.388521
617.8,318,17136.16891
788.1,550,17142.690288
589.0,316,17146.684327
240.9,112,17147.993794
1394.7,734,17156.878843
222.8,148,17158.624373
585.4,402,17163.351296
959.7,1094,17176.464009
242.4,122,17177.921067
617.5,346,17182.263271
240.9,122,17183.728456
1101.1,780,17193.139592
618.3,298,17196.629199
1127.1,620,17203.880825
593.1,290,17207.549111
611.9,352,17211.659835
242.0,116,17213.010065
611.9,332,17217.207525
1263.7,804,17226.646866
636.6,310,17230.566331
1007.1,645,17238.117893
237.7,124,17239.590616
232.7,124,17241.305297
722.1,770,17250.431837
1021.4,517,17256.750468
780.8,628,17264.127111
609.9,342,17268.434759
602.5,286,17274.173754
1285.7,739,17283.034943
241.4,122,17284.451637
1247.6,1255,17299.269294
1363.7,944,17310.563679
993.3,763,17319.76531
1289.7,789,17329.2658
995.3,768,17338.344044
629.2,384,17343.12669
1528.0,856,17353.184621
600.4,322,17357.233575
717.3,328,17361.087548
239.4,132,17362.614334
594.9,302,17366.496787
615.3,348,17370.609098
578.8,408,17375.395448
223.9,142,17377.087172
237.7,134,17378.965877
230.7,134,17380.548961
595.3,338,17384.560203
748.7,784,17394.030121
220.2,174,17396.073319
242.5,126,17397.553037
606.4,372,17401.913595
599.3,318,17405.927471
246.0,116,17407.303025
236.6,130,17408.834335
1399.0,706,17417.403619
616.1,360,17421.621892
234.9,142,17423.293777
1014.6,790,17434.357351
232.8,148,17436.095573
1011.9,597,17443.334055
1010.0,691,17453.433865
738.4,692,17461.833241
1311.6,640,17469.65181
993.3,768,17478.605887
225.0,146,17480.613607
983.1,875,17491.003443
712.1,520,17497.390794
1367.1,870,17507.831737
704.9,572,17514.548105
607.7,384,17519.289634
1009.7,639,17526.769181
1379.4,882,17537.32371
1116.7,624,17544.75275
602.2,274,17547.900976
233.6,140,17549.555989
750.5,596,17556.731489
606.9,352,17560.757456
780.5,626,17568.379132
695.8,648,17576.010351
1304.5,716,17584.641227
241.3,118,17586.004061
235.1,140,17587.692854
1271.9,792,17597.251715
760.5,826,17607.338711
1006.9,662,17615.37197
244.7,124,17616.839219
610.9,382,17621.327336
993.9,782,17630.720691
241.1,130,17632.283072
1293.3,663,17640.32784
218.9,162,17642.263987
1270.5,1046,17654.834341
1786.0,1176,17670.918541
233.3,148,17672.637825
1013.8,573,17679.68823
998.8,798,17689.131905
597.7,334,17693.332389
1509.4,1012,17707.567173
594.3,268,17710.711108
241.7,114,17712.063244
689.7,584,17719.204804
1336.0,1176,17733.385714
712.4,602,17740.377153
1106.3,688,17748.741359
606.3,348,17752.811226
1269.3,898,17763.624266
236.5,126,17765.099567
595.7,414,17770.197771
998.7,699,17778.518865
241.7,124,17779.928175
736.9,562,17786.381528
612.1,390,17791.179194
2715.7,1474,17808.490048
780.5,626,17816.126085
773.7,694,17824.302165
605.7,614,17831.788506
619.4,342,17835.831632
1302.2,749,17845.02536
600.9,312,17848.674404
633.1,340,17852.905267
1005.0,681,17860.89661
1000.3,683,17869.159096
240.1,120,17870.54764
1022.8,703,17879.066804
615.0,326,17882.900513
1301.7,744,17891.909472
228.8,148,17893.628741
1010.1,620,17901.133232
596.2,304,17904.69883
1013.6,795,17914.27984
1295.8,863,17924.373575
1020.8,703,17932.944298
1279.7,1014,17945.060141
1008.9,662,17953.099537
1298.3,788,17962.655192
600.1,270,17965.961082
711.7,554,17972.503152
979.8,883,17983.167652
598.4,402,17988.100934
604.5,336,17992.03435
607.5,296,17995.47374
225.0,166,17997.437044
1006.4,647,18005.315658
1499.4,1142,18018.965689
1099.9,722,18027.68871
597.3,348,18031.734013
608.7,584,18038.798672
598.4,332,18042.624989
597.5,276,18045.790416
579.6,430,18051.082918
601.4,272,18054.286032
638.3,288,18057.626338
237.3,128,18059.089047
589.7,314,18063.009496
1295.3,803,18072.54842
1304.8,663,18080.205582
596.1,250,18083.196983
1285.3,648,18090.990033
242.9,122,18092.396951
710.5,556,18099.076986
1513.9,972,18110.538954
1010.2,609,18117.614882
687.5,556,18124.338857
243.9,122,18125.737384
592.9,292,18129.128311
776.9,662,18137.012357
721.3,478,18142.530179
233.8,128,18144.268662
1400.4,702,18152.332676
743.3,558,18159.010158
585.3,428,18163.96508
989.3,848,18174.003168
590.3,278,18177.214392
237.8,128,18178.697119
1491.9,1122,18191.947482
239.5,126,18193.675316
236.5,126,18195.145171
706.1,730,18203.686588
610.6,370,18208.330707
1473.1,1320,18223.794067
597.4,282,18227.048988
599.9,312,18230.920643
1024.3,558,18237.378567
1396.5,746,18246.288186
240.8,118,18247.671841
634.3,328,18251.4407
705.3,588,18258.479038
239.1,120,18259.868026
596.9,322,18263.58564
224.6,150,18265.628788
616.2,314,18269.221289
231.6,150,18270.986549
1115.1,660,18278.882876
580.1,420,18283.709146
986.0,821,18293.496766
1532.0,886,18304.037748
587.9,382,18308.48589
605.0,386,18312.956284
228.6,140,18314.862689
242.6,130,18316.377193
612.4,352,18320.459102
1299.2,769,18329.751832
998.1,810,18339.395816
608.6,350,18343.456576
213.0,166,18345.390339
738.9,732,18354.136518
598.1,350,18358.178761
709.9,442,18363.593294
1372.1,830,18373.275476
243.2,124,18374.961037
1000.8,688,18382.943754
612.5,356,18387.292265
1279.2,969,18398.772329
609.0,316,18402.423871
236.5,136,18403.976399
2237.1,1800,18425.298497
1765.6,1210,18439.592535
1002.9,682,18447.886204
243.1,140,18449.507067
238.1,130,18450.990974
599.1,260,18454.006303
243.7,134,18455.556668
1286.5,736,18464.373223
587.1,380,18468.720999
589.6,340,18472.951968
692.5,696,18480.978927
710.7,594,18490.096932
1268.9,982,18501.794162
700.0,586,18508.604947
601.5,336,18512.765864
1006.4,727,18521.48621
596.6,410,18526.245022
221.7,154,18528.024582
595.6,370,18532.378915
789.7,534,18538.881593
233.1,130,18540.421704
234.9,132,18541.970267
1373.4,922,18553.071213
584.9,392,18557.671754
1363.3,868,18568.301769
226.1,150,18570.052649
224.0,166,18572.301847
688.8,548,18578.711771
588.9,372,18583.34732
1288.3,853,18593.386058
235.9,142,18595.340337
1308.8,683,18603.364962
241.8,128,18604.842921
583.6,420,18610.050404
218.8,158,18611.900669
998.3,728,18620.681597
1001.8,693,18628.806206
241.3,128,18630.315681
1297.4,797,18639.895604
1830.4,1182,18654.080714
589.9,272,18657.549324
611.3,368,18661.87351
1021.1,505,18667.796035
619.1,340,18672.101158
1015.9,522,18678.205839
609.0,386,18683.04971
1011.1,680,18691.105961
1026.4,667,18699.174348
728.7,504,18705.064006
1126.5,536,18711.606771
1653.4,782,18721.050167
1290.7,804,18730.745102
231.9,132,18732.280694
1295.4,767,18741.173742
1045.0,491,18747.131239
777.1,660,18755.087241
615.3,328,18758.89032
594.6,290,18762.296456
1310.6,640,18770.076532
1396.3,678,18778.050435
237.3,138,18779.950469
1300.0,711,18788.318036
1018.6,540,18794.9726
595.1,240,18797.794327
1304.6,690,18806.339847
997.7,724,18814.821704
243.4,122,18816.555383
999.1,720,18825.035989
236.5,136,18826.618421
1302.9,782,18836.084628
609.5,356,18840.538855
1386.3,768,18849.569369
1288.4,727,18858.37757
574.7,364,18862.648563
966.9,1032,18875.069278
606.5,346,18879.431655
1383.5,846,18889.66768
1869.8,968,18901.06255
1377.5,946,18912.461241
1003.5,646,18920.297094
606.7,414,18925.277503
575.1,370,18929.844883
611.9,382,18934.326521
592.4,372,18939.005306
1250.1,1060,18951.705024
1297.2,799,18961.105945
1308.8,663,18969.194911
601.3,318,18972.957976
605.2,364,18977.489698
1019.3,598,18984.552728
237.7,144,18986.256266
226.7,144,18988.215195
779.0,646,18995.76235
1090.3,858,19006.074209
599.7,324,19009.843483
1278.2,969,19021.514918
231.0,136,19023.146317
222.6,150,19025.158133
585.5,416,19030.08711
994.5,746,19039.116393
1384.9,742,19047.995191
587.3,368,19052.602542
1886.7,964,19066.251909
240.0,126,19067.740957
1004.3,668,19075.595194
240.8,128,19077.364812
1629.9,1142,19091.061679
1643.0,836,19101.183372
632.0,356,19105.343835
969.7,1094,19118.460733
240.3,128,19119.994196
734.5,506,19126.221347
224.7,144,19127.919923
1513.7,994,19139.912338
600.8,348,19144.020975
1633.3,1008,19156.132822
1524.9,892,19167.017201
978.8,923,19178.068065
232.7,144,19179.732756
1278.1,990,19191.549405
235.8,138,19193.182447
603.5,316,19196.87916
609.8,358,19201.349396
590.2,324,19205.132633
235.3,138,19206.753275
603.2,394,19211.622606
1739.5,1636,19231.012522
1311.7,634,19238.700566
617.0,286,19242.036159
1859.7,964,19253.61153
239.0,126,19255.066223
1106.1,790,19264.612976
1358.1,1080,19277.515451
728.0,636,19285.331495
1029.9,622,19292.592588
1874.9,912,19303.625706
1805.7,914,19314.633783
1016.2,629,19322.293895
594.5,296,19325.784248
595.6,310,19329.435666
1008.2,654,19337.416443
1295.4,827,19347.39196
715.3,558,19353.948631
600.3,328,19357.836023
228.3,148,19359.821557
612.3,298,19363.357383
568.6,410,19370.212915
1275.2,1024,19382.537504
735.9,592,19389.798985
229.5,156,19391.627373
791.3,518,19399.497756
241.9,122,19400.962576
582.5,376,19405.506498
231.2,134,19407.090636
601.4,392,19411.961648
576.9,422,19416.896152
704.8,448,19422.125792
634.5,326,19426.258887
243.9,122,19427.687956
244.9,122,19429.152217
229.2,154,19430.99001
604.7,284,19434.320268
775.1,680,19442.576182
226.7,154,19444.390496
239.7,144,19446.067834
243.6,130,19447.599311
246.0,116,19449.23893
1003.5,676,19457.156164
1285.6,885,19467.81607
244.7,124,19469.262194
612.9,312,19473.166702
1035.4,567,19479.845353
1031.5,616,19487.349537
1286.3,763,19496.349594
595.1,250,19499.556975
1514.8,888,19510.307169
594.5,306,19513.885698
606.5,406,19518.639958
234.8,138,19520.282657
1268.0,1071,19533.22581
1014.1,580,19540.330756
603.1,300,19543.818544
227.7,144,19545.531378
1007.3,628,19553.128658
593.9,282,19556.46436
632.9,342,19560.758138
613.9,292,19564.161875
229.2,144,19565.871413
770.6,590,19573.05321
231.1,130,19574.583815
1639.6,1020,19586.835725
699.3,598,19593.806553
2260.0,1536,19612.389247
228.7,144,19614.070439
241.1,120,19615.464615
593.3,288,19618.840481
603.9,312,19622.758782
1002.8,713,19631.103066
620.8,318,19635.113176
232.6,150,19636.892197
1283.4,897,19647.825953
604.5,336,19651.79701
238.1,130,19653.32951
239.5,126,19654.825546
227.5,146,19656.560039
632.1,350,19660.944674
1296.9,802,19670.667205
697.0,386,19675.239338
992.3,848,19685.474271
580.9,432,19690.552106
242.5,136,19692.14883
1292.7,664,19700.284217
1293.7,814,19710.127597
234.2,134,19711.715279
241.2,124,19713.208767
1502.3,1068,19726.06317
1004.5,696,19734.559543
236.3,128,19736.046298
602.9,292,19739.499266
588.6,280,19742.78248
614.1,320,19746.837984
619.7,304,19750.418482
618.9,352,19754.538126
584.9,412,19759.682586
1286.3,658,19767.544462
782.0,616,19775.045226
1345.3,1008,19789.293245
967.0,1141,19803.011299
216.0,156,19804.870441
719.0,736,19813.801285
718.2,654,19821.7827
593.0,306,19825.412845
634.9,322,19829.220712
1109.7,584,19836.39828
597.0,346,19840.469908
1287.4,637,19848.31435
635.6,320,19852.129907
1302.4,767,19861.457633
585.9,382,19865.954782
240.5,136,19867.60428
1011.2,579,19874.696543
1870.9,892,19885.572475
241.5,116,19886.923009
713.5,526,19893.089201
1015.6,560,19899.939023
235.7,154,19901.761246
598.7,394,19906.706971
599.1,360,19910.913535
1273.7,824,19920.932456
580.4,412,19925.785188
225.9,142,19927.465847
228.9,142,19929.150693
616.3,318,19933.155824
615.3,328,19937.03481
2788.8,1748,19958.140001
614.9,352,19962.276222
754.0,596,19969.547006
231.7,144,19971.255478
615.0,366,19975.584702
1280.4,807,19985.313173
599.4,432,19990.399239
1632.9,962,20001.961812
1311.9,632,20009.838667
573.7,454,20015.154516
1372.2,904,20026.0491
242.8,118,20027.442532
718.9,532,20033.963047
1529.1,910,20044.933806
1005.9,672,20052.829375
1039.3,523,20059.191083
613.7,344,20063.259642
695.5,466,20068.9937
726.9,642,20076.591835
1099.9,782,20086.130808
1019.0,531,20092.700294
1025.8,703,20101.002696
229.3,138,20102.92027
1312.3,658,20110.702409
1012.7,569,20117.685003
596.2,274,20120.961546
235.9,122,20122.424474
1107.7,734,20131.477772
1291.9,782,20140.928056
620.3,298,20144.434291
1398.3,658,20152.449341
729.3,638,20159.934632
1110.1,630,20167.557928
1649.9,902,20178.401838
605.7,324,20182.185194
1295.8,813,20191.981629
1003.8,683,20200.010265
730.1,570,20206.962844
1369.7,954,20218.473222
608.0,316,20222.179928
1844.1,1150,20236.013278
609.1,360,20240.544612
235.5,146,20242.282766
609.3,358,20246.629996
591.9,312,20250.586052
990.4,827,20260.353285
