#{"t_start": 1760136398.656753, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
1269.0,851,2271.810796
1335.3,1288,2286.855807
589.3,398,2291.433211
1265.8,938,2302.455043
589.4,452,2307.906494
223.9,142,2309.545179
595.9,272,2312.65772
1277.9,822,2322.374525
1025.9,602,2329.255996
4422.7,2586,2361.712317
2082.3,1035,2373.912016
996.0,741,2382.703294
997.2,739,2391.141774
1000.4,757,2400.134348
1523.3,988,2411.492756
1289.7,834,2420.905452
996.1,730,2429.225325
229.3,158,2430.970392
240.6,140,2432.510624
2373.8,1658,2451.389414
610.7,344,2455.200656
230.7,154,2456.894444
1228.9,1192,2470.343775
611.3,348,2474.292664
787.8,558,2480.877061
238.4,122,2482.307522
236.3,148,2484.120446
568.5,386,2488.792135
237.8,138,2490.375613
1291.8,858,2500.430035
601.5,376,2504.702285
244.5,126,2506.147998
702.1,680,2514.188036
1716.9,1682,2533.55744
238.8,128,2535.29462
227.9,162,2537.148131
1875.6,930,2547.983178
597.8,268,2550.997604
608.7,324,2554.698176
757.5,606,2561.839764
232.8,148,2563.524159
238.8,118,2564.879014
232.8,138,2566.442721
1369.4,922,2577.204936
622.3,338,2581.060032
211.4,182,2583.419934
230.2,164,2585.293198
241.9,122,2586.677989
954.8,1163,2599.891253
229.2,154,2601.620019
223.4,142,2603.311816
242.7,124,2604.728215
238.4,122,2606.319639
597.1,410,2610.850082
1308.6,585,2617.598927
235.9,132,2619.061422
1506.8,938,2629.713609
1080.0,926,2640.144707
241.8,128,2641.569136
588.4,372,2645.603122
604.9,342,2649.379421
593.8,258,2652.507804
961.6,1175,2666.091568
237.4,152,2667.83706
234.5,136,2669.404398
731.3,598,2676.527866
219.0,156,2678.359296
995.6,750,2687.229714
243.1,140,2688.818332
597.2,394,2693.351832
208.1,190,2695.554808
240.4,142,2697.251983
1266.1,1090,2709.885915
568.7,414,2714.75392
677.5,606,2721.511966
223.5,166,2723.727414
602.2,474,2728.967757
227.2,134,2730.46271
613.7,334,2734.42429
1357.8,1088,2746.679689
4357.2,1891,2769.906646
2290.1,932,2780.419173
239.7,134,2781.883858
241.9,122,2783.531686
745.9,702,2791.283629
1498.8,818,2800.633194
245.3,128,2802.028176
1282.1,695,2809.939098
597.5,266,2812.866064
1280.7,704,2820.852982
243.0,126,2822.282065
1008.9,702,2830.26427
578.5,416,2834.873355
587.4,392,2839.205425
622.1,320,2843.007523
1292.1,810,2852.378801
1024.7,544,2858.526659
242.2,134,2860.043382
1025.4,567,2866.570034
712.8,538,2872.634819
1008.5,716,2880.970945
968.1,1150,2894.275056
234.7,134,2895.803881
993.2,809,2905.096411
700.9,362,2909.143829
593.7,264,2912.332788
599.4,292,2915.544017
612.9,542,2921.503401
3250.8,2018,2944.282061
778.9,642,2953.547602
724.9,642,2960.927717
1266.1,1035,2972.760388
1186.0,1921,2994.628089
1509.7,994,3006.066005
585.1,450,3011.180499
733.6,1100,3024.151672
594.3,298,3027.616399
630.8,348,3031.938493
994.4,847,3041.959576
200.0,196,3044.183397
605.7,334,3048.063977
962.0,1056,3060.609223
235.9,142,3062.271829
605.1,310,3066.134021
594.7,574,3072.663774
240.0,146,3074.378637
596.1,250,3077.284663
595.7,264,3080.591458
235.5,146,3082.301561
593.5,286,3085.750608
1018.3,523,3092.102627
222.6,150,3093.869933
771.6,720,3102.46439
606.9,602,3109.304224
1288.2,899,3119.819209
245.4,122,3121.223588
231.1,150,3122.967766
1096.8,878,3133.260857
965.6,1065,3145.371189
598.5,276,3148.442171
591.1,280,3151.893491
739.9,1032,3163.793508
219.9,172,3165.724174
723.0,696,3173.913906
1092.5,926,3184.484284
1021.9,722,3193.019953
227.5,136,3194.566198
587.4,382,3199.192942
598.5,456,3204.537794
241.2,124,3205.93706
708.9,552,3212.487577
242.6,130,3213.977322
236.7,134,3215.533122
1024.9,707,3223.863466
626.9,402,3228.440901
606.7,604,3235.656248
1197.2,1619,3254.390231
222.4,162,3256.240509
242.3,128,3257.973848
599.1,410,3264.639786
692.8,748,3273.402555
632.7,1734,3293.504384
608.4,592,3300.404063
582.6,380,3304.602791
218.4,172,3306.748957
574.2,574,3313.260528
233.5,126,3314.706204
241.5,116,3316.051364
1842.1,1170,3329.977091
633.9,332,3334.078911
1376.9,812,3343.661775
233.5,136,3345.213794
235.3,128,3346.681199
960.5,1106,3359.769284
634.3,328,3363.52898
594.8,278,3367.005874
603.4,382,3371.346268
590.9,422,3376.179628
1629.2,1084,3388.84241
231.5,136,3390.63643
589.5,396,3394.975002
1017.6,555,3401.254806
230.5,156,3403.295178
978.8,943,3414.000947
708.7,1344,3429.031499
925.5,1486,3445.793822
1689.0,2726,3476.602801
989.8,833,3486.015145
612.3,328,3489.655588
1089.1,940,3500.252344
1275.0,776,3509.064992
570.5,486,3514.483418
607.5,376,3518.929374
564.4,452,3523.892797
1006.3,718,3532.090496
593.3,418,3536.831575
740.0,606,3543.798765
240.8,118,3545.147723
236.5,156,3546.86452
236.5,146,3548.496226
945.2,1349,3563.920697
599.3,248,3567.018443
601.4,412,3571.742024
624.9,302,3575.167167
212.4,182,3577.554621
992.7,869,3587.602414
219.9,172,3589.883792
1298.8,793,3598.973672
984.2,849,3609.123327
760.5,826,3618.948068
779.7,634,3626.47711
1036.9,1462,3643.422587
1102.1,800,3652.770381
1022.3,588,3659.267649
597.9,252,3662.325288
621.1,330,3665.941633
242.5,136,3667.475149
1001.5,716,3675.574389
237.0,126,3676.9732
983.2,989,3688.226114
1248.9,1992,3710.81811
959.6,1100,3723.401753
225.1,160,3725.183955
632.7,1044,3739.33003
596.4,282,3742.565216
229.5,136,3744.385478
598.1,410,3749.088882
246.3,118,3750.412994
1733.3,1478,3767.404215
226.7,154,3769.16051
1281.5,886,3782.570752
224.4,162,3784.370651
979.0,941,3795.117972
219.9,172,3797.009413
238.1,140,3798.596682
958.4,1167,3811.96483
936.1,1315,3826.748355
1267.2,1039,3838.506207
595.9,392,3843.130369
594.9,252,3845.910746
232.9,142,3847.492893
727.9,632,3854.751176
1073.7,894,3864.867739
1035.4,607,3871.509414
681.7,1044,3883.259197
727.1,630,3890.560144
1003.7,759,3899.275775
221.8,158,3901.020208
631.1,360,3905.030438
728.6,580,3911.700781
600.3,678,3919.151523
1737.7,1364,3934.846817
1267.2,1089,3947.077078
1780.1,1090,3959.44716
1111.5,706,3967.487723
597.6,260,3970.367588
599.1,250,3973.118471
714.7,524,3979.19022
740.7,1034,3990.864903
1107.1,610,3997.631613
987.9,817,4006.915359
629.1,380,4011.123062
992.2,749,4019.671525
603.6,340,4023.405965
788.0,556,4029.792689
594.5,386,4034.007901
240.9,142,4035.584479
597.5,296,4039.108618
240.9,122,4040.439592
641.7,1004,4051.895242
1324.2,1264,4066.100066
221.7,164,4067.912733
981.5,1131,4080.622598
968.3,1018,4092.095212
216.5,176,4094.053019
980.8,918,4104.36643
222.6,160,4106.387988
683.2,724,4114.328867
598.5,346,4118.381034
904.3,1768,4138.053782
1278.7,994,4149.262389
245.5,116,4150.553073
598.9,312,4154.236081
685.0,496,4159.677723
771.9,722,4168.013434
738.9,672,4175.636659
684.9,1062,4187.571809
245.2,114,4188.823318
232.4,152,4190.523192
588.3,428,4195.222048
601.1,350,4199.389987
604.1,340,4203.108734
961.4,1092,4215.38766
788.6,550,4221.669487
1076.1,970,4232.365607
1088.8,828,4241.734079
728.5,636,4248.956826
985.4,847,4258.525355
575.9,452,4265.480744
232.4,152,4267.180152
602.5,316,4270.922634
590.3,388,4275.176693
590.0,346,4278.981155
1288.9,777,4287.985765
612.7,354,4291.918406
229.9,132,4293.662791
586.6,380,4297.844046
622.3,328,4301.466949
244.3,118,4302.777263
243.1,120,4304.389796
754.7,704,4312.213496
786.3,568,4318.762099
1314.1,675,4326.174177
608.5,396,4330.776601
240.7,124,4332.124708
995.1,770,4340.823081
240.4,142,4342.384135
615.7,374,4346.503838
633.8,338,4350.502663
1818.6,1500,4367.239464
1468.7,1414,4383.0974
214.9,162,4385.18496
726.1,440,4390.043379
590.8,448,4394.967909
735.7,464,4400.31862
244.7,124,4401.655803
967.2,1024,4413.390164
577.0,436,4418.197727
228.2,154,4420.169178
600.5,256,4422.982111
589.3,428,4427.67591
616.5,376,4432.102926
245.1,120,4433.433854
238.7,144,4435.017631
224.8,148,4436.663868
219.6,170,4438.533975
782.8,608,4445.490023
587.7,454,4450.487624
601.0,386,4454.992067
787.5,556,4461.164463
609.3,368,4465.238189
1314.3,1348,4480.785122
970.1,980,4491.896947
1021.9,492,4497.45797
617.5,336,4501.490677
989.2,819,4510.739526
234.3,138,4512.583915
242.0,116,4513.910723
238.2,124,4515.276922
595.6,420,4519.94097
589.3,428,4524.99162
1271.9,1042,4536.847757
1017.6,585,4543.390695
717.5,436,4548.500048
237.9,122,4549.859827
1024.2,484,4555.230158
217.4,162,4557.011213
983.1,890,4567.084142
229.1,140,4568.622059
593.7,464,4573.966448
601.7,254,4576.750936
1297.8,733,4585.110381
223.6,160,4586.880921
1373.7,864,4596.65231
609.1,300,4599.928485
1018.8,528,4605.962191
788.5,546,4611.997476
993.9,762,4620.627428
1001.0,791,4629.606659
234.9,142,4631.171593
958.8,1103,4643.677404
239.3,138,4645.207263
243.0,136,4646.708584
613.5,366,4650.740314
231.5,146,4652.635858
232.2,134,4654.126823
692.7,434,4658.938878
1840.3,1318,4673.727857
1020.7,494,4681.427463
966.0,1076,4693.579382
1020.8,613,4700.611291
220.5,166,4702.45834
771.4,722,4710.374249
767.7,754,4718.961651
579.9,442,4724.064083
1125.2,534,4729.966906
592.7,354,4734.170301
224.9,142,4735.736408
586.3,388,4739.982423
243.1,120,4741.28485
556.5,466,4746.649807
1842.9,1202,4760.154252
2235.6,1850,4783.167729
584.0,406,4787.645726
1022.0,696,4795.579762
596.1,370,4799.666477
609.5,576,4806.271082
244.8,118,4807.57213
1312.1,685,4815.071424
609.5,366,4819.419896
604.3,358,4823.367797
235.8,148,4825.012916
223.6,150,4826.642327
603.5,336,4830.603595
569.4,422,4835.247598
223.8,148,4836.895767
1646.8,958,4847.663431
718.1,630,4854.903576
603.5,386,4859.199883
1519.5,916,4869.565885
719.7,534,4875.723215
1012.7,614,4882.488155
599.1,380,4887.055968
239.2,134,4888.538429
604.9,402,4892.964382
1270.4,1882,4914.204117
1284.2,934,4924.781671
234.1,130,4926.226108
231.2,144,4927.801729
1483.8,1318,4942.585664
244.4,122,4944.203436
779.3,638,4951.204031
1004.6,680,4959.017742
222.3,148,4960.638332
557.5,506,4966.470428
1009.9,602,4973.125498
777.9,652,4980.62642
917.7,1524,4999.990285
233.2,134,5001.461084
966.0,1076,5013.68254
603.9,272,5016.929447
215.7,174,5018.852123
245.4,122,5020.188831
612.3,328,5023.814425
1287.6,660,5031.336657
949.5,1216,5045.008641
595.2,334,5048.708715
237.7,134,5050.479715
238.0,146,5052.101736
778.5,646,5059.222703
604.1,410,5064.019374
609.5,576,5070.356827
730.8,1128,5083.054591
609.5,576,5089.685397
1382.9,832,5099.20005
243.2,114,5100.491841
780.4,632,5107.845565
596.5,306,5111.275323
599.5,316,5114.844525
607.2,604,5121.760464
239.5,126,5123.293622
1248.1,1000,5134.732121
989.4,797,5143.985004
244.1,120,5145.365026
1001.9,687,5153.066516
226.1,150,5155.026031
588.3,448,5162.331391
243.5,116,5163.607106
672.1,790,5172.54486
240.3,128,5173.985564
615.3,358,5177.919861
230.5,156,5179.911258
616.7,334,5183.58302
616.7,354,5187.492346
1249.0,1246,5201.518522
243.8,118,5203.111659
597.7,294,5206.404626
611.4,372,5210.552847
1073.7,1064,5224.660491
240.6,120,5225.969339
1316.0,671,5233.668278
591.7,344,5237.467209
239.5,126,5238.836992
238.2,144,5240.724317
595.9,352,5244.713046
1005.2,679,5252.481337
1003.5,756,5260.834465
240.7,124,5262.190147
936.3,1358,5277.681556
1625.6,1130,5290.393981
740.9,572,5296.678591
1647.3,978,5307.735514
244.0,126,5309.406521
618.2,334,5313.059586
1012.9,577,5319.407074
235.7,144,5321.274274
713.8,388,5325.543983
1287.9,857,5335.271921
730.3,848,5346.82634
590.9,382,5351.019723
1493.3,1098,5363.468974
599.2,394,5367.803717
227.6,150,5369.737472
1015.9,532,5375.608433
1870.5,826,5384.954479
779.5,636,5392.228951
596.5,266,5395.186255
240.0,136,5396.704036
242.1,140,5398.262992
714.0,506,5406.094571
1109.9,602,5412.889038
240.5,136,5414.439467
563.1,390,5419.119784
225.7,144,5420.700368
1272.3,1028,5432.426514
1297.0,791,5441.645856
1650.6,900,5451.880595
613.4,372,5456.332974
227.7,144,5457.937334
216.2,174,5459.904737
577.1,370,5464.376522
1615.1,1090,5476.968866
623.0,316,5480.512048
612.6,550,5486.71979
236.9,122,5488.355814
637.3,298,5491.672204
604.6,320,5495.196862
238.4,142,5496.761768
583.2,424,5501.76959
638.5,286,5505.005801
586.6,380,5509.339158
217.4,152,5511.318308
1285.0,781,5520.188778
241.4,122,5521.607474
1301.9,757,5530.443313
688.4,882,5540.653824
1313.1,510,5546.421942
968.8,1033,5558.531904
244.2,124,5559.906993
603.3,348,5563.718628
228.6,140,5565.244022
238.5,126,5566.630309
596.3,248,5569.384232
1006.3,653,5576.862117
1636.4,952,5587.67539
1018.3,508,5593.492147
1628.1,1140,5606.458747
235.5,146,5608.095641
702.7,824,5617.79792
223.5,156,5619.598055
595.5,386,5624.100279
1278.0,976,5635.759036
1312.0,621,5643.305809
984.3,883,5655.371919
238.6,120,5656.771093
245.8,118,5658.168143
596.3,268,5661.296386
1634.3,1008,5675.473485
687.9,762,5684.584391
1299.4,757,5693.716447
213.0,166,5695.67991
1006.5,636,5703.059913
581.7,394,5707.869096
579.3,428,5712.831348
945.5,1256,5727.805623
604.5,346,5732.011493
1308.6,675,5739.619043
607.7,304,5743.322573
1382.6,820,5752.730543
1488.1,1140,5766.219686
598.3,378,5770.606064
234.7,124,5772.060242
237.4,122,5773.478014
1532.7,894,5784.126247
223.1,140,5785.7685
243.5,126,5787.233158
585.9,372,5791.813387
239.4,142,5793.476467
1262.3,1138,5807.023082
1277.4,907,5817.805083
232.6,130,5819.318488
1011.8,698,5827.495771
1298.3,768,5836.276184
618.4,322,5840.320252
570.9,422,5845.382529
606.5,336,5849.292322
1293.0,831,5859.231648
1000.3,938,5870.443927
240.2,114,5871.79247
1488.5,1296,5887.476553
226.1,140,5889.108479
714.3,608,5896.232722
1156.3,618,5903.733996
245.5,116,5905.090866
232.3,148,5906.821476
1005.1,660,5914.775322
590.9,332,5918.636693
614.7,334,5922.52665
629.6,380,5927.230358
1031.2,639,5934.665055
237.1,130,5936.436426
231.1,150,5938.20559
724.6,630,5945.571815
1014.4,592,5952.661064
235.6,130,5954.154567
597.4,312,5957.736751
224.0,146,5959.42536
1007.5,621,5966.940013
1269.6,915,5977.659877
231.7,134,5979.175549
1103.0,726,5987.720859
601.1,410,5992.432329
613.1,350,5996.668275
222.3,158,5998.44224
617.4,332,6002.117728
612.7,284,6005.32735
1232.9,1187,6018.701616
228.4,152,6020.651319
575.5,426,6025.338054
231.6,150,6027.011638
1033.7,474,6032.527402
224.6,150,6034.174082
988.2,819,6043.471411
242.1,130,6044.919799
714.9,572,6051.251507
577.3,378,6055.701704
1369.9,972,6066.753197
1379.4,792,6075.495515
994.8,763,6084.34042
992.7,779,6093.540901
243.1,140,6095.152174
1371.3,888,6105.587544
603.1,280,6108.78575
1020.6,500,6114.876711
619.3,308,6118.426259
975.7,1044,6130.770803
997.6,790,6140.081583
236.3,128,6141.562491
766.3,768,6150.533777
1006.0,681,6158.403085
235.9,142,6160.051859
606.1,610,6167.387576
1008.7,639,6175.028121
605.3,398,6179.58278
1255.3,1048,6191.85557
1014.5,656,6199.631606
244.3,128,6201.073281
1529.0,796,6210.610544
703.5,446,6215.68927
996.5,766,6224.652528
736.7,574,6231.222065
233.1,130,6232.991498
238.1,120,6234.3496
1311.0,641,6241.440615
594.0,366,6245.771598
1001.9,692,6253.440157
561.6,450,6258.65664
235.9,152,6260.322425
227.8,138,6261.839619
242.1,130,6263.261216
238.3,138,6264.797168
592.9,272,6268.144047
583.1,440,6272.999599
231.3,138,6274.538405
1306.5,681,6282.362966
1000.2,709,6290.170492
608.5,586,6296.872792
1294.3,818,6306.187687
590.1,320,6309.719587
237.2,124,6311.079338
241.0,136,6312.554767
999.2,919,6325.084059
588.3,398,6329.751618
229.1,140,6331.309978
715.5,716,6339.527334
245.2,124,6340.898222
996.0,761,6349.336961
695.8,638,6356.776161
240.6,130,6358.207666
1846.3,1178,6371.480175
1307.0,721,6379.714393
603.1,420,6384.31336
596.1,390,6388.889412
616.7,354,6392.766295
218.1,170,6394.66358
569.8,498,6400.449101
734.1,590,6406.994135
598.9,352,6411.151745
750.3,598,6417.745401
702.5,366,6422.044486
635.5,316,6425.54202
1286.0,856,6435.223124
1312.2,639,6442.282084
988.3,808,6451.5458
1002.3,708,6459.658693
581.9,462,6464.713299
600.4,312,6468.381823
593.3,328,6472.006831
688.7,684,6479.813092
1020.4,597,6486.37507
593.7,334,6490.36252
1016.0,571,6496.655147
607.7,294,6499.907797
600.2,394,6504.548088
1000.2,744,6512.972878
630.7,364,6516.981786
216.0,156,6518.701179
1029.1,440,6523.515041
595.3,288,6526.961736
1857.8,1058,6539.166324
229.7,134,6540.719985
778.3,648,6548.376745
230.3,158,6550.137426
958.4,1152,6563.560924
698.9,562,6569.925616
706.7,664,6577.916116
1639.3,978,6589.396782
238.2,124,6590.828279
716.6,490,6596.789711
1384.1,810,6606.244081
241.0,126,6607.962773
244.1,140,6609.641138
238.9,122,6611.070634
590.9,372,6615.380679
239.0,136,6616.988409
705.6,570,6623.892345
1030.6,655,6631.372056
595.9,392,6636.111647
1740.1,1500,6653.436527
597.7,394,6658.181466
243.5,116,6659.533795
1624.1,1110,6672.487915
591.3,308,6675.999526
1008.2,834,6685.874428
1086.5,916,6696.338177
610.3,368,6700.482045
700.7,754,6708.995807
1368.7,994,6720.249751
1587.9,1342,6735.273942
238.5,126,6736.661594
1373.1,860,6746.40795
590.0,406,6751.155785
1396.9,712,6759.006459
1303.5,721,6767.232774
1300.0,761,6775.965164
615.0,346,6779.779697
2255.8,1578,6797.879416
1476.6,1290,6812.593346
629.0,386,6816.881302
1114.9,622,6824.00814
242.7,134,6825.483725
237.9,122,6826.820478
225.2,154,6828.51931
1084.7,1034,6840.23576
992.6,865,6850.077835
1013.5,586,6856.831396
1312.6,695,6864.54029
243.3,128,6866.227504
613.1,300,6869.512989
235.8,138,6871.044039
1315.9,592,6877.88354
1282.4,847,6887.5555
1022.5,491,6893.462207
637.3,288,6896.804852
228.3,158,6898.659921
596.7,384,6903.418937
609.5,266,6906.448369
1276.5,756,6915.321172
999.0,741,6924.069324
607.9,322,6928.088283
1285.1,680,6935.973822
234.1,140,6937.885912
612.3,548,6944.242445
245.0,116,6945.579844
233.6,150,6947.291073
987.4,857,6957.287322
226.2,144,6958.944854
243.5,116,6960.274481
604.3,258,6963.516187
231.0,136,6965.057544
1365.2,904,6975.583551
239.6,120,6976.947325
984.8,873,6987.143298
1373.3,918,6997.668871
231.7,134,6999.217582
1300.7,794,7008.28984
213.0,176,7010.247977
984.9,912,7020.546432
229.6,130,7022.007269
623.3,308,7025.415219
612.3,338,7029.224096
602.1,350,7033.520013
698.7,1004,7045.308136
225.4,162,7047.144061
600.3,358,7051.233746
610.3,358,7055.622805
570.7,384,7059.949427
238.4,132,7061.460115
237.7,124,7062.902651
234.7,124,7064.317652
703.1,630,7071.82604
242.7,124,7073.256678
597.1,310,7076.831429
238.1,130,7078.347915
735.5,586,7085.32949
698.3,598,7092.428506
605.3,288,7095.714729
223.5,146,7097.431866
242.8,118,7098.828171
1029.0,446,7104.253948
615.1,340,7108.167833
226.9,162,7110.028545
593.2,284,7113.315737
242.3,118,7114.701283
706.5,636,7122.285687
974.9,962,7133.571583
615.5,296,7136.963998
595.9,372,7141.484784
989.2,814,7150.869537
222.8,168,7153.100148
612.5,366,7157.333443
1293.6,645,7165.080273
1272.0,861,7174.956706
245.2,114,7176.583601
1317.1,590,7183.384618
1253.0,1136,7196.786034
594.0,306,7200.596253
596.5,286,7203.899172
590.3,298,7207.33871
1007.6,665,7215.278974
930.2,1404,7231.660667
600.4,332,7235.656574
240.4,122,7237.025306
691.9,582,7243.526702
728.1,630,7250.964684
591.9,372,7255.209987
596.9,342,7259.319634
