#{"t_start": 1760196284.5330565, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
589.6,650,1780.707353
235.3,128,1781.599126
216.3,168,1782.770231
572.7,474,1786.257167
567.9,992,1793.51059
482.2,3294,1819.528339
570.8,598,1823.887909
230.5,156,1824.991702
404.0,4056,1854.889479
49.3,7938,1913.550443
-433.8,8019,1972.45461
608.1,2350,1989.764802
593.9,732,1995.081041
555.4,702,2000.460216
714.0,3576,2026.682183
633.9,332,2029.030807
596.9,402,2031.985192
1587.7,1684,2044.247391
237.3,148,2045.43398
801.6,2715,2065.319123
1519.1,2080,2080.569401
582.9,422,2083.674393
1000.4,672,2088.566557
924.0,1461,2099.319
194.7,204,2100.77156
687.5,716,2106.10405
237.1,150,2107.166286
950.6,1185,2115.781899
787.3,558,2121.570244
746.4,972,2128.587844
231.7,124,2129.605659
613.5,396,2132.385227
728.0,1156,2140.942111
972.3,1193,2149.62222
1376.1,890,2156.204631
241.7,124,2157.076464
688.1,810,2163.061767
609.5,576,2167.251842
838.1,2550,2186.049339
617.4,342,2188.474005
-433.8,8019,2247.956262
226.9,162,2249.11604
653.7,1894,2263.183551
1304.4,767,2268.903893
1295.3,838,2274.967128
699.1,370,2277.711289
1838.7,2174,2293.64349
1226.5,1286,2303.169132
240.4,142,2304.163707
244.7,124,2305.045809
985.0,841,2311.27808
595.1,370,2314.040294
846.0,2221,2330.291641
213.7,194,2331.661102
595.9,2332,2348.880443
581.1,390,2351.767855
683.2,3969,2381.051154
598.1,580,2385.282191
688.0,1556,2396.839619
1005.3,683,2401.816271
592.8,328,2404.265183
1659.5,786,2409.958298
609.5,316,2412.331655
242.3,118,2413.168725
977.2,959,2420.214302
1121.5,566,2425.675577
999.5,701,2430.777741
241.3,138,2431.889162
598.6,370,2434.502834
586.3,408,2437.544568
595.3,358,2440.199203
582.6,400,2443.151214
606.2,614,2447.651041
239.3,148,2448.699003
220.6,170,2449.90108
1505.4,1012,2457.336357
603.0,646,2462.200439
592.8,408,2465.083478
582.4,372,2467.857294
982.6,910,2474.589187
228.3,158,2475.699686
1282.2,934,2482.787726
958.2,1129,2491.037088
966.0,1051,2498.760182
1015.1,595,2503.099005
608.3,368,2505.816275
726.9,1162,2514.314406
782.2,614,2518.960283
655.3,1468,2529.59993
633.3,338,2532.108528
1285.8,833,2538.271542
689.6,4015,2567.750012
-434.8,8019,2626.766146
497.6,1460,2637.497375
-256.3,8019,2696.359329
316.7,3504,2722.244101
-432.3,8019,2868.449379
241.1,140,2869.588032
-257.8,8019,2928.781532
-256.8,8019,2988.002683
940.9,1537,2999.247921
495.1,3480,3024.842152
225.4,162,3025.984864
391.5,3676,3053.053059
-256.8,8019,3112.227425
-437.8,8019,3172.999325
232.3,168,3174.185213
509.0,1046,3181.847698
597.1,440,3185.07024
579.0,546,3189.056859
-432.8,8019,3247.9617
541.1,1260,3257.273863
-257.8,8019,3316.228278
-432.3,8019,3375.321763
-432.8,8019,3435.846642
222.0,166,3437.017262
-432.8,8019,3496.176945
229.9,162,3497.323011
356.1,2500,3515.639266
-432.8,8019,3574.90933
635.6,1140,3583.265364
