#{"t_start": 1760136398.4293153, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
236.1,130,2456.990528
783.3,598,2463.868031
232.9,152,2465.535505
732.7,604,2472.297467
592.0,446,2477.62527
594.2,294,2480.962412
617.0,366,2485.279621
697.4,592,2492.303014
590.1,450,2497.429179
243.7,124,2499.119182
228.7,154,2500.888564
614.9,342,2504.798789
1277.6,935,2515.715911
787.1,560,2522.065578
1799.5,1006,2533.786481
982.1,850,2543.717941
565.9,602,2550.821598
1274.2,959,2561.984315
1278.1,690,2569.80145
1308.1,670,2577.71441
729.2,564,2584.389991
241.3,118,2585.735322
622.9,322,2589.386171
237.5,126,2590.819882
602.7,334,2594.761491
616.5,336,2598.477346
621.1,300,2601.870534
1302.6,715,2610.125956
1779.9,1802,2630.535952
240.9,132,2631.992676
988.9,867,2641.791859
574.2,434,2646.520043
731.4,662,2654.117727
1233.9,1152,2667.480729
236.6,130,2668.97163
225.6,150,2670.716242
595.1,290,2674.051595
718.5,786,2683.402856
607.6,320,2687.045464
603.5,636,2694.605777
591.3,398,2699.500675
2543.0,1586,2717.555284
1002.1,795,2726.746955
987.7,824,2736.05414
600.6,340,2739.813117
238.4,122,2741.183401
684.6,670,2748.888003
602.2,654,2756.202629
225.7,154,2758.190993
1002.0,681,2765.68523
759.8,838,2777.215879
241.0,126,2778.61922
239.0,126,2780.007494
724.7,684,2787.788919
234.5,146,2789.443038
223.1,160,2791.211907
912.7,1579,2809.155426
1281.7,774,2817.957886
977.2,929,2828.156302
761.5,816,2837.457949
243.4,122,2838.794641
566.2,474,2844.447377
676.5,786,2853.460119
960.4,1107,2866.098215
1279.0,801,2875.094084
731.3,508,2881.128639
229.8,138,2882.714188
677.1,850,2892.598699
673.7,984,2903.900745
242.9,132,2905.336993
700.3,528,2911.457076
217.1,150,2913.127047
227.3,148,2914.762319
3537.4,2879,2949.175445
531.5,158,2950.935655
2376.8,1243,2965.006744
589.5,336,2968.736212
590.3,638,2976.056979
1270.9,802,2985.190148
589.8,388,2989.535172
595.9,302,2992.935306
1254.0,1041,3004.914587
1004.0,641,3012.4501
766.7,764,3021.586649
228.3,138,3023.175369
964.7,1104,3036.219007
611.7,554,3042.867812
570.3,388,3047.321133
232.9,132,3048.870339
580.8,398,3053.455088
937.1,1325,3069.342999
637.2,294,3072.719628
1299.7,774,3081.911471
243.8,128,3083.419323
237.3,148,3085.240248
1004.3,783,3094.61236
565.0,456,3099.885152
224.0,156,3101.70459
1265.8,1108,3114.832984
997.6,755,3123.42028
612.8,368,3127.878791
221.9,162,3129.744987
1032.8,623,3136.748338
1020.5,606,3143.753012
732.7,714,3152.076753
1446.7,1044,3164.104774
608.6,590,3170.783624
225.5,156,3172.569939
580.1,430,3177.766974
591.9,372,3182.034753
982.8,873,3192.282674
559.9,462,3197.847722
586.1,390,3202.285078
570.3,468,3207.738646
595.4,372,3212.258733
2124.1,1820,3233.551182
1369.7,934,3244.197345
595.5,396,3248.9957
1253.6,1070,3263.467632
228.0,146,3265.118631
226.4,182,3267.215864
1256.9,962,3278.45341
603.3,338,3282.359651
635.3,318,3286.271697
587.1,410,3290.975264
697.5,1126,3303.902837
709.9,682,3311.818202
221.7,164,3313.685335
235.3,138,3315.251181
223.6,160,3317.097322
232.2,154,3319.185119
982.7,864,3329.27843
600.7,664,3337.190796
982.2,999,3348.94376
601.5,416,3353.755002
608.7,374,3358.385251
1292.3,738,3367.142216
619.0,326,3370.855496
228.2,144,3372.495339
590.9,382,3376.847226
607.2,294,3380.4669
996.3,748,3389.08959
590.4,332,3393.012768
605.6,620,3399.936239
600.0,376,3404.454071
242.0,116,3405.701638
605.9,392,3410.057398
1288.9,717,3418.267248
1016.0,771,3427.019226
1368.9,952,3437.768282
235.3,128,3439.174486
990.1,845,3448.886312
239.9,132,3450.367882
984.3,948,3461.073404
641.9,932,3471.281309
598.9,302,3474.887307
591.5,426,3479.568644
994.4,902,3489.767179
986.6,890,3499.838754
607.5,596,3506.679013
604.5,356,3510.637021
634.0,336,3514.37175
237.6,130,3515.821929
238.6,130,3517.275728
980.7,854,3527.003478
593.8,338,3530.987128
241.7,134,3532.492016
240.1,120,3533.850557
222.2,164,3535.72487
236.2,144,3537.349412
233.7,134,3538.843223
241.4,122,3540.187729
240.8,138,3541.989145
595.3,258,3544.869978
1269.0,846,3554.545637
226.1,160,3556.304135
218.7,154,3558.029282
600.2,674,3565.989741
997.2,749,3574.582908
776.1,670,3582.569056
977.8,923,3593.502886
1364.2,924,3604.399135
615.7,324,3608.168314
207.9,182,3610.268454
597.3,338,3614.470005
1791.5,1096,3627.335388
738.9,682,3635.107866
1266.3,1078,3647.667301
243.9,132,3649.446168
1272.3,788,3658.217648
607.1,390,3662.820119
1006.3,658,3670.059789
241.6,120,3671.393044
586.7,324,3675.20092
210.8,158,3676.941633
223.0,156,3678.664794
1280.2,724,3687.001792
220.3,168,3688.840632
987.5,946,3699.572209
236.7,144,3701.207089
1305.2,709,3709.326933
1222.9,1362,3724.830839
997.2,834,3736.587855
231.8,148,3738.272678
1312.3,628,3745.724096
1271.6,1040,3757.710429
975.8,933,3768.278483
222.4,162,3770.305655
1774.9,1182,3786.841551
223.4,142,3788.4356
690.3,528,3794.559973
1286.7,724,3802.624698
974.3,948,3813.50567
594.5,446,3818.701945
240.3,128,3820.122567
1018.5,536,3826.039892
962.6,1060,3838.052
744.1,990,3849.263606
233.9,142,3850.82702
552.9,632,3858.07833
976.7,974,3869.059712
713.5,646,3876.467877
595.7,704,3884.20207
608.4,322,3888.059555
1358.2,1074,3900.287336
233.5,136,3901.791376
606.2,374,3905.942331
618.2,354,3910.160682
1028.8,683,3917.680437
1016.4,542,3924.010159
1258.7,999,3935.343082
609.9,312,3938.791637
241.1,140,3940.333153
634.6,340,3944.059833
776.0,676,3951.737296
1260.5,1151,3964.726545
975.8,973,3975.713902
1253.2,1149,3988.69284
1016.8,573,3995.326507
621.9,302,3998.695495
1787.2,1034,4010.374882
590.3,398,4015.083142
598.1,420,4019.699325
229.0,146,4021.29765
926.7,1544,4038.769317
605.3,328,4042.353106
608.3,588,4049.202485
1008.1,730,4057.284709
1020.9,527,4063.392925
595.7,414,4067.950775
600.7,304,4071.317961
239.7,144,4073.175786
190.1,210,4075.506992
605.5,356,4079.417522
238.2,144,4080.984684
730.9,712,4089.092521
958.6,1090,4101.328847
984.0,871,4111.121163
590.8,478,4116.364132
1290.8,838,4125.871321
597.5,336,4129.845587
612.1,290,4133.035281
225.4,152,4134.705128
1009.5,606,4141.595318
963.6,1075,4153.711229
605.7,264,4156.60066
1273.2,989,4167.886892
769.7,734,4176.213701
743.5,996,4187.430762
1618.7,1044,4199.174127
769.5,726,4207.132927
1109.5,746,4215.636944
604.1,390,4219.922092
1022.0,731,4228.243313
779.9,632,4235.4521
694.1,480,4240.73081
752.3,598,4247.540465
620.9,322,4251.086144
233.5,136,4252.617528
240.7,134,4254.101403
1336.5,1236,4270.217964
612.1,320,4273.735264
779.9,632,4280.971077
1013.0,601,4287.729712
1283.5,711,4295.868738
228.0,146,4297.497926
609.0,386,4301.767628
1250.2,1274,4316.473579
227.1,160,4318.239901
238.1,140,4319.783212
597.9,372,4323.852024
1006.6,655,4331.299715
1290.1,795,4340.262127
240.1,130,4341.69268
611.5,316,4345.150788
1012.1,615,4352.154593
722.9,962,4363.031189
743.0,636,4370.025242
1889.1,1160,4383.089133
588.3,428,4388.060199
238.4,122,4389.424108
1298.6,830,4398.819508
601.1,350,4402.682378
1596.1,1260,4417.02419
618.3,358,4421.240148
1079.3,978,4432.292578
245.1,120,4433.617478
1243.0,1251,4447.657835
589.3,398,4452.027951
226.5,146,4453.653571
739.7,1034,4465.36939
600.3,308,4469.053889
978.8,953,4479.990449
590.5,396,4484.365583
241.7,124,4485.731241
1014.5,656,4493.28475
215.5,156,4495.050172
241.7,124,4496.464
1003.2,794,4505.652701
1107.0,756,4514.501171
602.7,384,4518.764252
224.4,162,4520.538258
777.7,654,4528.130843
590.6,380,4532.337204
598.9,682,4540.266936
1357.9,1062,4552.323923
987.7,824,4561.660683
590.7,314,4565.121178
234.7,134,4566.59967
604.1,310,4570.031208
1324.2,514,4575.934873
1240.9,1137,4588.726201
560.3,498,4594.514877
1241.7,1204,4607.947035
947.4,1257,4622.036468
213.8,168,4623.901691
707.5,606,4630.849288
1011.8,563,4637.001494
235.1,140,4638.554455
235.7,144,4640.396928
964.8,1073,4652.592074
611.2,384,4656.819239
681.1,570,4663.377428
596.9,292,4666.60763
782.5,606,4673.282047
1367.5,996,4686.527948
234.9,142,4688.346528
1375.5,836,4697.60782
694.9,502,4703.383328
774.9,682,4711.135132
1301.4,687,4718.691829
240.4,122,4720.038082
222.1,150,4721.704338
608.1,340,4725.714708
229.6,140,4727.255544
242.3,118,4728.567075
241.1,140,4730.116762
603.6,360,4734.360157
241.6,120,4735.669575
1292.6,625,4742.495902
970.1,1000,4753.743785
599.4,312,4757.4479
598.9,332,4761.088995
238.3,128,4762.49158
745.9,542,4768.871154
984.7,954,4781.36688
775.3,678,4789.115402
593.9,402,4793.807397
758.2,594,4800.366417
781.0,576,4806.969152
581.7,604,4813.583068
241.4,122,4814.920878
1640.3,878,4824.890862
998.1,735,4833.217767
999.0,741,4841.626597
764.2,784,4850.234011
1365.7,944,4860.926447
1006.8,633,4868.186503
722.7,614,4875.251433
633.5,336,4878.937062
593.3,398,4883.321198
590.9,282,4886.841444
1278.2,839,4896.059517
603.3,268,4899.258447
618.7,314,4902.711206
225.4,162,4904.507809
568.5,426,4909.493119
237.9,132,4910.963878
1266.3,788,4919.623154
587.3,398,4924.290373
615.1,360,4928.250087
243.9,142,4929.798737
993.6,730,4938.142214
593.0,366,4942.192546
238.9,152,4944.134323
715.3,558,4950.263299
245.5,116,4951.530386
241.4,112,4952.759601
616.1,320,4956.586947
746.9,612,4963.301567
623.7,324,4967.15102
599.7,674,4974.615338
233.0,126,4976.003044
593.5,326,4979.92301
585.9,372,4983.992534
984.3,928,4996.834482
1262.1,910,5007.212387
1019.9,502,5012.753201
690.8,718,5020.915741
1269.3,858,5030.632288
230.6,150,5032.315598
1496.1,940,5042.946013
716.1,600,5049.823113
600.3,368,5053.85736
721.7,494,5059.303388
1015.1,615,5066.364838
1791.6,980,5077.413326
230.9,152,5079.097051
1522.6,850,5088.741469
602.3,348,5092.640381
599.3,368,5096.986922
963.3,1033,5108.832884
634.5,326,5112.50143
944.1,1210,5126.306575
241.2,124,5127.686779
236.9,132,5129.168541
613.9,332,5133.170242
243.5,136,5134.686567
1514.2,1004,5146.251723
1291.4,857,5156.142207
596.3,388,5162.779845
225.7,154,5164.464889
222.1,160,5166.237862
238.5,126,5167.639459
727.0,666,5175.25409
240.0,126,5176.660178
239.6,150,5178.321447
1790.5,1106,5190.767279
983.8,903,5201.007984
1124.4,602,5207.968178
594.6,250,5210.766683
1259.0,1036,5224.569913
1512.4,982,5235.709978
1319.8,618,5242.781392
568.9,462,5248.027065
1308.2,669,5255.706752
682.4,612,5262.46466
1282.7,704,5270.46043
1018.3,608,5277.460783
1268.6,1075,5289.535198
588.8,348,5293.344508
237.8,138,5294.885875
1289.8,703,5302.931064
236.1,130,5304.35225
616.3,368,5308.401268
240.1,140,5310.205122
593.1,280,5313.250209
243.2,124,5314.620611
600.1,270,5317.570115
760.6,830,5327.00532
645.2,974,5337.993528
751.6,560,5346.392771
239.0,126,5347.801703
604.3,308,5351.164891
990.5,831,5360.554131
1386.9,672,5368.037725
614.1,340,5372.017601
634.8,328,5375.657124
1385.9,822,5384.968695
225.4,162,5386.730364
1881.5,876,5396.716015
733.7,664,5406.304973
934.3,1348,5421.675779
609.8,578,5428.098929
723.7,594,5435.081014
1269.1,1065,5447.432951
1018.7,614,5454.706867
627.9,392,5459.112747
559.5,476,5464.745334
631.9,352,5468.717568
601.7,284,5471.915569
560.3,568,5478.588019
233.2,134,5480.090041
1623.7,1014,5491.717754
239.9,122,5493.091047
608.9,582,5499.80665
226.2,154,5501.525718
1746.5,1386,5517.541679
586.3,358,5521.603034
1256.3,1008,5533.243162
617.9,332,5537.228045
228.1,140,5538.809544
221.9,162,5540.64994
1031.7,514,5546.482844
236.7,134,5548.270899
598.9,342,5552.175685
570.4,372,5556.315616
712.5,526,5562.362727
1242.8,1338,5577.363275
614.8,298,5580.647344
590.1,410,5585.498227
1004.3,668,5592.841587
590.9,342,5596.870217
1288.5,856,5606.730568
988.4,1057,5619.074892
630.0,376,5623.459892
220.0,166,5625.390349
1126.8,638,5633.127995
239.9,132,5634.671897
619.6,350,5638.802078
992.9,782,5648.208555
785.8,578,5656.6997
1258.7,1034,5671.209563
1004.9,672,5679.028615
1001.8,683,5687.259093
989.7,784,5696.672065
596.8,258,5699.684315
245.1,120,5701.086251
208.9,182,5703.18761
1009.6,655,5711.023159
222.6,140,5712.660051
776.1,670,5720.759553
634.0,326,5724.699627
239.1,130,5726.216362
240.0,126,5727.669986
610.2,574,5734.443676
1870.1,920,5745.079155
588.5,346,5749.042702
592.8,318,5752.763402
230.9,142,5754.654686
703.7,634,5761.830636
1309.7,729,5770.559296
224.3,148,5772.290573
597.7,344,5776.258937
776.4,672,5784.338604
1388.7,764,5793.432524
235.7,134,5794.979333
227.1,150,5796.753783
212.8,178,5798.831845
683.5,796,5808.400312
588.3,418,5813.275213
1297.8,733,5821.970829
615.3,308,5825.487726
1310.1,660,5833.231022
1280.5,726,5841.939177
717.0,466,5847.511817
1276.5,816,5857.272688
1265.2,924,5868.332279
597.2,304,5871.850976
598.9,282,5875.428213
1013.6,585,5882.26344
633.9,332,5886.16522
593.5,276,5889.669308
1017.8,733,5898.238188
621.1,460,5903.936523
770.5,726,5912.636043
745.1,650,5920.262531
240.8,118,5921.648105
227.7,134,5923.213221
225.0,146,5925.218694
216.9,172,5927.216823
635.5,316,5930.88063
583.4,362,5935.135316
226.4,142,5937.045876
613.5,326,5940.83575
1314.9,552,5947.299259
1023.7,554,5953.919187
1123.1,790,5963.377318
982.4,997,5975.070051
219.9,152,5976.797022
1090.1,870,5986.989217
772.8,708,5995.037564
594.7,284,5998.476516
1255.4,957,6009.395905
218.6,170,6011.271934
586.4,422,6015.975057
586.6,410,6020.784877
585.1,370,6024.853032
930.0,1396,6040.459649
984.5,1111,6053.043635
607.9,402,6057.743172
240.3,138,6059.29351
691.9,922,6069.790156
997.0,721,6078.034546
968.9,1032,6090.049818
607.5,306,6093.583532
673.9,752,6102.483996
1013.9,587,6109.183908
617.2,304,6112.73759
243.9,132,6114.541451
241.9,112,6115.844177
1027.5,546,6122.128751
635.1,320,6126.081212
614.5,356,6130.25217
997.1,730,6138.883723
1003.7,684,6146.685081
708.9,772,6155.776076
236.5,126,6157.226031
593.3,298,6160.705925
593.9,372,6165.281924
221.6,150,6167.015625
1299.1,765,6176.110799
224.1,150,6177.877151
231.9,132,6179.380349
965.8,1063,6191.787663
228.7,134,6193.343299
576.0,436,6198.607988
1306.0,721,6207.030783
591.7,304,6210.79317
1384.3,788,6219.754034
969.9,1022,6231.608978
1373.9,812,6240.94275
600.3,258,6243.789068
1536.3,758,6252.48851
575.7,404,6257.195047
609.9,342,6260.923204
1287.6,945,6271.687341
581.7,404,6276.122495
227.1,140,6277.677862
1090.9,782,6286.585037
615.4,332,6290.232225
619.8,348,6294.300408
1257.0,1171,6307.46538
581.2,364,6311.478062
967.3,1053,6325.466546
988.6,845,6335.099649
1245.8,1053,6347.070736
592.7,284,6350.258445
1289.3,778,6359.175071
238.9,122,6360.539027
781.9,612,6367.567864
1303.1,720,6375.800014
575.3,398,6380.153443
597.7,384,6384.37372
610.9,322,6388.187236
599.8,278,6391.257766
1277.2,914,6401.616923
607.3,338,6405.339159
1790.0,946,6416.083177
713.8,528,6422.142998
596.7,244,6424.841444
239.3,118,6426.134709
609.7,304,6429.483635
1000.2,714,6437.661844
578.3,518,6443.718241
224.5,136,6445.260544
593.3,468,6450.40558
598.1,430,6455.448172
727.3,508,6461.060147
240.1,140,6462.578318
1026.8,463,6467.897146
232.1,140,6469.436541
1296.0,651,6476.663383
599.8,408,6481.387344
241.9,112,6482.610239
1003.4,677,6490.346497
1374.2,814,6499.323587
599.7,314,6503.095388
236.6,140,6504.656709
781.7,614,6511.407894
229.5,136,6513.167292
243.7,134,6514.649167
227.7,144,6516.246903
242.7,134,6517.729902
618.3,318,6521.241808
240.1,120,6522.575313
230.0,146,6524.436115
783.5,596,6531.018143
621.9,292,6534.35835
1471.3,1458,6551.442325
1268.1,860,6561.519958
618.5,306,6564.999385
227.0,136,6566.529046
609.1,580,6573.492829
234.5,146,6575.193869
1006.8,638,6582.634321
217.7,154,6584.672727
616.3,348,6588.644898
225.3,148,6590.315256
975.0,1041,6602.683082
238.6,120,6604.105491
242.3,128,6605.587058
1340.5,1286,6621.133132
244.9,112,6622.420623
602.3,418,6627.251765
1311.8,623,6634.582771
605.5,376,6638.882377
241.5,126,6640.336236
732.0,586,6647.265798
241.4,122,6648.655724
689.1,630,6656.158883
594.5,356,6660.203394
716.5,566,6666.728428
703.6,550,6673.263075
1006.0,666,6681.104044
1391.8,648,6688.590964
230.8,148,6690.244494
1288.7,884,6700.344535
237.3,128,6701.765022
231.6,150,6703.702507
239.3,118,6704.99961
613.5,376,6709.113871
229.4,152,6710.78089
241.9,122,6712.131055
1304.7,684,6719.958915
1266.9,942,6730.562951
1027.0,471,6735.773578
1288.4,887,6745.791593
1286.4,717,6753.962649
576.3,408,6758.47707
710.0,566,6765.022405
605.7,374,6769.139328
1011.0,616,6776.237053
568.4,472,6781.426141
711.4,552,6787.813337
998.2,764,6796.566367
1554.2,654,6804.01
585.5,396,6808.655398
743.3,668,6816.049942
1092.9,782,6824.92064
1291.4,687,6832.721875
1018.6,615,6839.537539
791.3,518,6845.529962
636.6,310,6848.987305
599.8,368,6853.056354
240.0,126,6854.726167
614.6,330,6858.379087
592.0,326,6862.022782
1113.8,718,6870.210948
605.8,618,6877.30754
1259.3,988,6888.875837
1111.6,750,6897.54502
243.0,126,6899.014245
573.7,424,6904.217154
779.0,646,6911.572099
1000.2,689,6919.811854
698.7,674,6928.035706
595.1,260,6931.06119
610.7,274,6934.231617
725.7,614,6941.652434
595.9,262,6944.729233
1000.0,836,6954.498962
1285.8,893,6964.943022
1537.0,846,6974.84979
227.7,154,6976.61489
238.1,120,6977.984841
596.7,254,6980.855753
243.3,118,6982.203234
634.7,324,6986.191815
218.0,166,6988.105227
1296.4,832,6997.632032
602.7,324,7001.297373
1382.3,828,7010.695804
588.6,290,7013.891538
589.6,330,7017.567357
596.1,260,7020.686168
238.2,144,7022.287319
226.7,144,7023.876551
656.3,1028,7035.765414
238.9,142,7037.405518
963.4,1082,7050.060939
1271.7,879,7060.318829
608.2,334,7064.155951
234.0,146,7065.855977
245.9,122,7067.548425
1013.2,579,7074.227159
599.5,356,7078.311891
784.3,588,7085.289029
235.7,124,7086.708918
984.6,885,7097.102729
582.0,426,7102.041036
228.2,134,7103.883558
239.7,134,7105.431804
764.1,660,7113.040756
599.0,346,7117.300394
1023.4,487,7122.909
597.3,398,7127.760329
1382.6,800,7136.904459
1799.3,888,7147.394497
235.9,142,7149.053822
212.5,156,7150.855482
230.0,136,7152.679089
739.8,628,7159.90575
243.0,116,7161.215072
710.8,528,7167.625255
635.8,318,7171.258033
240.4,122,7172.681525
727.5,686,7180.859717
244.1,120,7182.25491
1076.7,1074,7194.915317
1289.5,766,7204.035006
227.7,134,7205.59973
587.3,378,7209.947727
1313.9,602,7217.177584
722.3,658,7225.071581
729.8,648,7232.420363
592.3,388,7237.030617
1251.4,1097,7249.630999
237.8,128,7251.123302
597.1,380,7255.438432
1376.5,796,7264.6842
1312.3,723,7273.301082
243.4,122,7274.710608
591.7,294,7278.133492
600.7,274,7281.311351
239.8,128,7282.779055
673.7,684,7291.098042
597.3,318,7294.780327
596.1,360,7299.254764
230.6,150,7300.997774
977.4,907,7311.713953
603.3,268,7314.834796
605.8,378,7319.188766
235.9,152,7321.192561
232.3,148,7322.909746
221.9,142,7324.554105
780.6,630,7332.053819
566.1,660,7339.705073
